"0","411917952","10.7825578","106.6955479","4359559994:8.066166904146442E-4 411925941:0.018875569425899644"
"1","411917955","10.7828100","106.6955444","411926599:0.016660046967922747 701738629:0.012430160954053146"
"2","411918058","10.7823607","106.6956949","10811927860:0.0019272100315629076 701738625:0.01294457455949438"
"3","411918060","10.7822827","106.6959745","1770193841:0.009763285945723876 10727721994:0.005922292953618339"
"4","411918065","10.7830224","106.6957016","701738630:0.016722608038030252 411926599:0.012929790584447992"
"5","411918067","10.7830939","106.6959915","5544274221:0.016692590486796787 1969579902:0.014608840234083023"
"6","411918071","10.7828350","106.6963286","6442018088:0.0020118947700894486 701738628:0.012702350112971005"
"7","411918072","10.7825251","106.6963210","2247625367:0.007956601463933118 701738627:0.017575788777940495"
"8","411918249","10.7859246","106.6944260","3167010079:0.021976891109640222 2230280818:0.015709038784438006"
"9","411918277","10.7846503","106.6943163","9584824722:0.017272051727259617 9963074632:0.011252934833491613"
"10","411918292","10.7843964","106.6940650","9584824722:0.022105060828132548 9584824726:0.012815723630828856 411918575:0.032426794654986324"
"11","411918445","10.7825128","106.6968029","2687992894:2.4776766579542995E-5 1972761132:0.036230283792161554"
"12","411918451","10.7821448","106.6964447","1972761132:0.02038546745773505 411925946:0.07579224831273251 9584833437:0.025941457378499892"
"13","411918508","10.7857410","106.6925633","411926419:0.034559004191561375 411918651:0.04014805168472292"
"14","411918554","10.7841279","106.6943599","4610041289:0.07369392781434628 9963074635:0.008845754655278447 9963074633:0.01616023897201354"
"15","411918564","10.7862039","106.6940725","2230280818:0.033843778739705815 411926477:0.0507076216306586"
"16","411918565","10.7850690","106.6933153","9667697051:0.01814787607981714 411926419:0.07648653710268866"
"17","411918573","10.7836430","106.6939000","4610041289:0.0"
"18","411918574","10.7841650","106.6934200","411918575:0.06663044190829008"
"19","411918575","10.7845936","106.6938463","411918574:0.06663044190829008 411918292:0.032426794654986324 9667697052:0.012442513154225796"
"20","411918613","10.7831200","106.6930160","411926554:0.11908568745977173"
"21","411918647","10.7862592","106.6919787","5772027659:0.006822638296478524 411918649:0.03540409566579176"
"22","411918649","10.7864709","106.6917366","411918647:0.03540409566579176 411918661:0.0600767087098436"
"23","411918651","10.7859810","106.6922887","411918508:0.04014805168472292 5772027659:0.0390416726312098"
"24","411918661","10.7868195","106.6913164","411918649:0.0600767087098436 411919431:0.030611054058852595"
"25","411918664","10.7848711","106.6935402","11187279715:0.02935240333481789 11041706040:0.00738304201242999"
"26","411918714","10.7821327","106.6989225","1969392566:0.08223465978173364 9006208099:0.023030867418989222"
"27","411918853","10.7875352","106.6947432","411926457:0.15732038886402552"
"28","411918898","10.7823601","106.6961862","4533214290:0.009510080787258637 10811927858:0.002463520400926456"
"29","411918911","10.7879778","106.6991234","3141402318:0.007935553562701"
"30","411918912","10.7864515","106.6976719","2231213549:0.05054159610711478 411926538:0.12992676876322548"
"31","411919125","10.7830484","106.6961374","2036596690:0.010448918263591508 5544274221:6.234848720649647E-5"
"32","411919431","10.7870041","106.6911085","411918661:0.030611054058852595"
"33","411925826","10.7856834","106.6947280","11187291229:0.004680657187605157 3167010079:0.02053901837989382"
"34","411925935","10.7847218","106.6978026","9584824724:0.03691472949949038 2041384535:0.06564300365158642 9703344041:0.04449214395802613 2231187556:0.07416820963703247 5772019367:0.07418105154121662"
"35","411925936","10.7855644","106.6986338","9584824724:0.09355232371389308"
"36","411925941","10.7824120","106.6956364","411917952:0.018875569425899644 10811927860:0.006638541522523747"
"37","411925942","10.7814670","106.6948334","411926604:0.15386141839432121 5778360098:0.02372478378773416 5778360103:0.06688419752680698 5778360095:0.02175319041032535"
"38","411925946","10.7816783","106.6969506","5772019369:0.14299994714891417 5778421270:0.12982126997002805 1770193810:0.02316493444924175 5235916721:0.01318916503565676 5772019369:0.14299994714891417 4586416838:0.029047887700461107 5234875661:0.04343674132691198 411918451:0.07579224831273251"
"39","411925949","10.7841714","106.6984094","6909743956:0.0035309437214789316 8995419782:0.006961734105717489"
"40","411926164","10.7814734","106.6929429","411926554:0.13788322797606767"
"41","411926212","10.7805422","106.6939507","10727644824:0.059279213339427414"
"42","411926419","10.7855300","106.6927956","411918565:0.07648653710268866 411918508:0.034559004191561375"
"43","411926457","10.7865712","106.6957974","411926538:0.15878194672001417 411918853:0.15732038886402552"
"44","411926465","10.7855772","106.6948657","6747228550:0.15252093188254415 11187291229:0.01444219213854442"
"45","411926477","10.78649","106.693711","411918564:0.0507076216306586"
"46","411926523","10.7846634","106.6959835","6747228549:0.00764747069024291 6747228548:0.010437036494345664 6747228550:0.006329087737146905 6747228547:0.007558430785367655"
"47","411926538","10.7855972","106.6968604","411918912:0.12992676876322548 5772019373:0.07454126005884365 2231187556:0.06749087887304876 411926457:0.15878194672001417"
"48","411926554","10.7823800","106.6938041","9013343800:0.0584663760666574 411926164:0.13788322797606767 9403108735:0.03881374282982542 411918613:0.11908568745977173"
"49","411926578","10.7838362","106.6969738","6747201138:0.021169582393649976 6747201136:0.009568132683103078 6747201137:0.012633664905154378 6747201135:0.009458065889575373"
"50","411926580","10.7828692","106.6980689","5772019369:0.03715881489566145 8262956824:1.3328106337863124 2664205601:0.8682650392949408 5772019369:0.03715881489566145 1969579609:0.021440161481974647 6909743951:0.03826440572220603 6747204338:0.03008498096908268 10810816106:0.12374173870516411"
"51","411926597","10.7835820","106.6949460","9006208098:0.027749459807042402 6747228548:0.15479789610798564 2926924001:0.026597766148109242 5837757390:0.026342149602928362"
"52","411926599","10.7829425","106.6956156","5842295441:0.004169112111703378 411918065:0.012929790584447992 411917955:0.016660046967922747"
"53","411926604","10.7805243","106.6958645","5778421270:0.04493719662580745 2664205599:0.14228037309650077 5778421270:0.04493719662580745 411925942:0.15386141839432121"
"54","474689371","10.7834880","106.6976860","474689409:0.005075362775967112 474689497:0.007255938058658789"
"55","474689409","10.7834540","106.6976550","474690018:0.013724913486490603 474689371:0.005075362775967112"
"56","474689460","10.7835750","106.6977670","474689497:0.005854000504897229 474689669:0.015143437669892831"
"57","474689497","10.7835360","106.6977310","474689371:0.007255938058658789 474689460:0.005854000504897229"
"58","474689536","10.7835670","106.6979830","474689669:0.018094522262770796 474689999:0.032320760237207154"
"59","474689669","10.7836760","106.6978600","474689460:0.015143437669892831 474689536:0.018094522262770796"
"60","474689999","10.7833510","106.6977850","474690007:9.352268456583689E-4 474689536:0.032320760237207154"
"61","474690007","10.7833450","106.6977790","474689999:9.352268456583689E-4 474690018:0.0044524651924806565"
"62","474690018","10.7833710","106.6977480","474690007:0.0044524651924806565 474689409:0.013724913486490603"
"63","701738625","10.7823058","106.6957994","411918058:0.01294457455949438 1770193841:0.009535397380748812"
"64","701738626","10.7823152","106.6961065","10727721994:0.008942514794531143 4533214290:5.307305535870261E-4"
"65","701738627","10.7826794","106.6963559","411918072:0.017575788777940495 4214863989:0.024392614734960218"
"66","701738628","10.7829349","106.6962722","411918071:0.012702350112971005 5842295399:0.021654423169452493"
"67","701738629","10.7826997","106.6955259","411917955:0.012430160954053146 4359559994:0.015154248026828127"
"68","701738630","10.7830850","106.6958408","6520653696:0.0010110629588896273 411918065:0.016722608038030252"
"69","860700661","10.781354","106.698212","1770193829:0.002347396207873664 7098352385:0.006551239123329177"
"70","1769456883","10.7809029","106.6977915","2930738401:0.022755806234164608 1770193953:0.04417996176606032"
"71","1769456940","10.7829569","106.6995389","1969579812:0.10028752082258414 1771088753:0.09343121597705005"
"72","1770193799","10.7827491","106.6980182","1770193803:0.003059580278009677 1770193971:0.0035172583965918792"
"73","1770193800","10.7826699","106.6981308","1770193949:0.0097525338948323 1770193853:0.00746512255197724"
"74","1770193803","10.7827411","106.6980450","1770193853:0.004811463185464202 1770193799:0.003059580278009677"
"75","1770193806","10.7811231","106.6969344","1770193883:0.006649463949424654 1770193835:0.003587933381302687"
"76","1770193808","10.7811853","106.6976065","1770193914:0.08960516360197562 1770193912:0.029971297160765225"
"77","1770193810","10.781525","106.696807","5778421270:0.10665642794609156 411925946:0.02316493444924175"
"78","1770193818","10.782262","106.697499","9671017352:0.002961556974031017 1770193906:0.014044539373884215"
"79","1770193823","10.7825914","106.6978234","1770193917:0.052102618931179456 1770193914:0.1319371767122741"
"80","1770193824","10.7819638","106.6976649","1770193908:0.01829130228295936 1770193878:0.01501902985678591"
"81","1770193825","10.7819726","106.6983002","1770193842:0.02818021195415835 1770193833:0.011123557807231114"
"82","1770193826","10.7818690","106.6982217","1770193843:0.05234166786638059 1770193919:0.03268162914491195"
"83","1770193828","10.7822794","106.6982238","1770193876:0.028577914582453925 1770193911:0.011529374116630808"
"84","1770193829","10.7813701","106.6982259","1770193907:0.030762698488293896 860700661:0.002347396207873664"
"85","1770193830","10.7811471","106.6969660","1770193931:0.007059883221977507 1770193981:0.01835462627637481"
"86","1770193831","10.7821435","106.6984374","1770193928:0.011146571254048648 1770193945:0.028195774279323366"
"87","1770193833","10.7818993","106.6982309","1770193825:0.011123557807231114 1770193967:0.028180215637891914"
"88","1770193835","10.7810995","106.6969120","1770193806:0.003587933381302687 1770193940:0.0028860666723182"
"89","1770193836","10.7812449","106.6971436","10737498082:0.031432580182768025 1770193861:0.013333547710636327"
"90","1770193838","10.7823271","106.6979002"," "
"91","1770193841","10.782295","106.695886","701738625:0.009535397380748812 411918060:0.009763285945723876"
"92","1770193842","10.7821451","106.6981112","1770193825:0.02818021195415835 1770193967:0.011123554852543287"
"93","1770193843","10.7822184","106.6985428","1770193869:0.03370079620960217 1770193826:0.05234166786638059"
"94","1770193845","10.7821366","106.6978259","1770193961:0.014690594766577407 1770193908:0.0077580956361992795"
"95","1770193847","10.7816159","106.6977341"," "
"96","1770193849","10.7813723","106.6975356","1770193895:0.0697209077855195 1770193946:0.04967814823908917"
"97","1770193850","10.7813099","106.6978255","1770193972:0.020216784505473536 1770193916:0.030605226409491055"
"98","1770193853","10.7827147","106.6980799","1770193800:0.00746512255197724 1770193803:0.004811463185464202"
